projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,delta_pct,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge
11792841,267720,Zachary Bolduc,MTL,F,Hits,2.5,,goblin,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,TB,0,8482737,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792842,88751,Jake Evans,MTL,F,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,TB,0,8478133,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792843,272499,Jayden Struble,MTL,D,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,TB,0,8481593,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792844,222723,Conor Geekie,TB,F,Hits,2.5,2.5,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,hits,SKATER,MTL,0,8483447,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,14,14,0.0,14,0.0,UNDER,0.5
11792845,218686,Erik Cernak,TB,D,Hits,2.5,2.5,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,hits,SKATER,MTL,0,8478416,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5
11792847,57977,Brendan Gallagher,MTL,F,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,TB,0,8475848,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792848,184433,Emil Lilleberg,TB,D,Hits,2.5,,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,MTL,0,8482929,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792849,218366,Kirby Dach,MTL,F,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,TB,0,8481523,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792850,236104,Yanni Gourde,TB,F,Hits,2.5,,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,MTL,0,8476826,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792851,282765,Alexandre Texier,MTL,F,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,TB,0,8480074,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792852,218237,Juraj Slafkovský,MTL,F,Hits,2.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,hits,SKATER,TB,0,8483515,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11792853,171835,Alex Newhook,MTL,F,Hits,1.5,1.5,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,hits,SKATER,TB,0,8481618,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5
11792854,272932,Dominic James,TB,F,Hits,1.5,1.5,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,hits,SKATER,MTL,0,8483752,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5
11792856,287948,Phillip Danault,MTL,F,Hits,1.5,1.5,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,hits,SKATER,TB,0,8476479,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5
11792855,57951,Brayden Point,TB,F,Hits,0.5,0.5,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,hits,SKATER,MTL,0,8478010,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5
11795448,223068,Jakub Dobes,MTL,G,Goalie Saves,32.5,24.5,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.326531,goalie_saves,GOALIE,TB,0,8482487,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11795443,218435,Andrei Vasilevskiy,TB,G,Goalie Saves,29.5,23.0,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.282609,goalie_saves,GOALIE,MTL,0,8476883,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11795447,223068,Jakub Dobes,MTL,G,Goalie Saves,29.5,24.5,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.204082,goalie_saves,GOALIE,TB,0,8482487,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11795441,218435,Andrei Vasilevskiy,TB,G,Goalie Saves,27.5,23.0,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.195652,goalie_saves,GOALIE,MTL,0,8476883,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11795446,223068,Jakub Dobes,MTL,G,Goalie Saves,27.5,24.5,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.122449,goalie_saves,GOALIE,TB,0,8482487,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11794466,223068,Jakub Dobes,MTL,G,Goalie Saves,24.5,24.5,standard,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,goalie_saves,GOALIE,TB,0,8482487,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5
11795442,218435,Andrei Vasilevskiy,TB,G,Goalie Saves,23.0,23.0,standard,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.0,goalie_saves,GOALIE,MTL,0,8476883,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5
11795445,223068,Jakub Dobes,MTL,G,Goalie Saves,22.5,24.5,goblin,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,0.918367,goalie_saves,GOALIE,TB,0,8482487,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11795440,218435,Andrei Vasilevskiy,TB,G,Goalie Saves,19.5,23.0,goblin,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,0.847826,goalie_saves,GOALIE,MTL,0,8476883,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11795444,223068,Jakub Dobes,MTL,G,Goalie Saves,19.5,24.5,goblin,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,0.795918,goalie_saves,GOALIE,TB,0,8482487,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5
11794470,218231,Nikita Kucherov,TB,F,Shots On Goal,6.5,3.5,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.857143,shots_on_goal,SKATER,MTL,0,8476453,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1333,30,0.0283,OVER,-0.4717
11784834,218695,Brandon Hagel,TB,F,Shots On Goal,5.5,3.5,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.571429,shots_on_goal,SKATER,MTL,0,8479542,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0667,30,0.0142,OVER,-0.4858
11784848,218266,Cole Caufield,MTL,F,Shots On Goal,5.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,shots_on_goal,SKATER,TB,0,8481540,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0667,30,0.0492,OVER,-0.4508
11784857,140324,Darren Raddysh,TB,D,Shots On Goal,5.5,,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,shots_on_goal,SKATER,MTL,0,8478178,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0667,30,0.0142,OVER,-0.4858
11784890,218231,Nikita Kucherov,TB,F,Shots On Goal,5.5,3.5,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.571429,shots_on_goal,SKATER,MTL,0,8476453,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1667,30,0.0742,OVER,-0.4258
11784832,218695,Brandon Hagel,TB,F,Shots On Goal,4.5,3.5,demon,False,MTL,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,1.285714,shots_on_goal,SKATER,MTL,0,8479542,False,,3.309,0.0,0.0,3.485,0.0,0.0,68.0,25.0,WEAK,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,OK,0.6,3,2,5,0.3,3,7,10,0.2,4,16,20,0.2,30,0.395,OVER,-0.105
11784847,218266,Cole Caufield,MTL,F,Shots On Goal,4.5,,demon,False,TB,,,2026-05-01T19:00:00.000-04:00,155677,2026-05-01T17:01:26Z,,shots_on_goal,SKATER,TB,0,8481540,False,,2.776,0.0,0.0,3.627,0.0,0.0,67.0,3.0,ELITE,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,OK,0.2,1,4,5,0.3,3,7,10,0.15,3,17,20,0.2667,30,0.2342,OVER,-0.2658
