PLAYER_NAME,PLAYER_NORM,TEAM,season_avg,games,avg_min,category,team_slate,team_def_key,rank_on_team,leader_side,PLAYER_NAME_split,n_games,n_elite,n_weak,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,overperform_vs_weak,fades_vs_elite,player,team,opp_team,prop_norm,line,bet_direction,final_bet_direction,rank_score,edge,edge_score,tier,slate_opp_def_rank,slate_opp_def_tier,line_hit_rate_over_ou_5,stat_last5_avg,player_norm,on_slate,slate_edge_signal
Maite Cazorla,maite cazorla,ATL,0.0,1,22.0,fg3m,ATL,ATL,2,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Jones,stephanie jones,ATL,0.0,1,20.0,fg3m,ATL,ATL,3,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Rhyne Howard,rhyne howard,ATL,3.21875,32,33.09375,fg3m,ATL,ATL,1,top,Rhyne Howard,29.0,7.0,11.0,0.357854154446626,-0.3991652216442133,1.0027681993747946,0.19467971248535515,0.3520872676621832,0.7272727272727273,0.42857142857142855,1.4019334210190078,True,True,,,,,,,,,,,,,,,,,False,False
Allisha Gray,allisha gray,ATL,1.606060606060606,33,31.484848484848484,fg3m,ATL,ATL,2,top,Allisha Gray,30.0,7.0,11.0,0.06897136046705087,-0.06809677619053993,0.30280311971310314,-0.06541800579156899,0.08577233570427101,0.5454545454545454,0.14285714285714285,0.3708998959036431,False,False,,,,,,,,,,,,,,,,,False,False
Naz Hillmon,naz hillmon,ATL,1.0,31,28.06451612903226,fg3m,ATL,ATL,3,top,Naz Hillmon,28.0,6.0,11.0,0.23696065966279614,0.03219500013230664,0.2799940643609718,0.3056176147085238,0.13369980205459278,0.6363636363636364,0.6666666666666666,0.24779906422866516,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Jones,stephanie jones,ATL,10.0,1,20.0,pra,ATL,ATL,1,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Maite Cazorla,maite cazorla,ATL,13.0,1,22.0,pra,ATL,ATL,2,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Naz Hillmon,naz hillmon,ATL,14.290322580645162,31,28.06451612903226,pra,ATL,ATL,3,bottom,Naz Hillmon,28.0,6.0,11.0,1.0882626915757192,-0.9484553200497471,2.9115447785749,0.3759177018267929,0.2648763878604287,0.6363636363636364,0.3333333333333333,3.860000098624647,True,True,,,,,,,,,,,,,,,,,False,False
Angel Reese,angel reese,ATL,29.03125,32,29.4375,pra,ATL,ATL,1,top,Angel Reese,29.0,7.0,10.0,3.751841869552643,1.9577643923066306,5.144395800163682,3.6379254557702834,0.22048955834057402,0.8,0.42857142857142855,3.1866314078570515,True,False,,,,,,,,,,,,,,,,,False,False
Rhyne Howard,rhyne howard,ATL,23.8125,32,33.09375,pra,ATL,ATL,2,top,Rhyne Howard,29.0,7.0,11.0,2.366567626051144,-2.1195917255791206,2.696051301070359,4.891912629342096,0.18829382040952405,0.5454545454545454,0.42857142857142855,4.81564302664948,False,True,,,,,,,,,,,,,,,,,False,False
Allisha Gray,allisha gray,ATL,23.363636363636363,33,31.484848484848484,pra,ATL,ATL,3,top,Allisha Gray,30.0,7.0,11.0,2.1855201943153655,-0.7557720057720054,3.354526279923768,2.829685065891963,0.1647264844466167,0.6363636363636364,0.42857142857142855,4.110298285695773,True,True,,,,,,,,,,,,,,,,,False,False
Stephanie Jones,stephanie jones,ATL,3.0,1,20.0,pts,ATL,ATL,1,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Maite Cazorla,maite cazorla,ATL,5.0,1,22.0,pts,ATL,ATL,2,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Naz Hillmon,naz hillmon,ATL,8.64516129032258,31,28.06451612903226,pts,ATL,ATL,3,bottom,Naz Hillmon,28.0,6.0,11.0,1.2595775932943323,0.05459269402767871,2.0081507406469927,1.1682689364507546,0.17551509862653644,0.5454545454545454,0.3333333333333333,1.953558046619314,False,False,,,,,,,,,,,,,,,,,False,False
Allisha Gray,allisha gray,ATL,18.181818181818183,33,31.484848484848484,pts,ATL,ATL,1,top,Allisha Gray,30.0,7.0,11.0,1.7299448619430857,-0.6224218555045619,1.9172960611965137,2.9304201811385724,0.10064244382646749,0.5454545454545454,0.42857142857142855,2.5397179167010755,False,True,,,,,,,,,,,,,,,,,False,False
Rhyne Howard,rhyne howard,ATL,16.6875,32,33.09375,pts,ATL,ATL,2,top,Rhyne Howard,29.0,7.0,11.0,1.6428772176145503,-1.8062230447734653,2.69814720288022,2.782489217504892,0.25589807009821913,0.7272727272727273,0.42857142857142855,4.504370247653685,True,True,,,,,,,,,,,,,,,,,False,False
Angel Reese,angel reese,ATL,15.375,32,29.4375,pts,ATL,ATL,3,top,Angel Reese,29.0,7.0,10.0,2.5513743505019435,1.5383163366356647,2.2256296348968156,3.4137787882615473,0.06679207423945811,0.6,0.7142857142857143,0.687313298261151,True,False,,,,,,,,,,,,,,,,,False,False
Holly Winterburn,holly winterburn,ATL,2.0,1,22.0,reb,ATL,ATL,1,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Allisha Gray,allisha gray,ATL,2.9393939393939394,33,31.484848484848484,reb,ATL,ATL,2,bottom,Allisha Gray,30.0,7.0,11.0,-0.23473779231969932,-0.7629002159077347,0.09638974831535073,-0.23017662414214143,0.1408469305118396,0.5454545454545454,0.5714285714285714,0.8592899642230855,False,True,,,,,,,,,,,,,,,,,False,False
Rhyne Howard,rhyne howard,ATL,3.625,32,33.09375,reb,ATL,ATL,3,bottom,Rhyne Howard,29.0,7.0,11.0,0.509881614256134,-0.26211373438264196,0.09691855227767242,1.4141144435501802,-0.08699121141836261,0.45454545454545453,0.5714285714285714,0.3590322866603144,False,False,,,,,,,,,,,,,,,,,False,False
Angel Reese,angel reese,ATL,11.34375,32,29.4375,reb,ATL,ATL,1,top,Angel Reese,29.0,7.0,10.0,1.1237390724343692,0.46562452732289067,3.017409867092546,-0.07041977179908206,0.33936941024733625,0.9,0.7142857142857143,2.5517853397696553,True,False,,,,,,,,,,,,,,,,,False,False
Brionna Jones,brionna jones,ATL,6.125,8,18.375,reb,ATL,ATL,2,top,Brionna Jones,5.0,1.0,2.0,-1.7476190476190474,-2.666666666666667,-1.5357142857142856,-1.5,0.4080882898127984,0.5,0.0,1.1309523809523814,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Jones,stephanie jones,ATL,6.0,1,20.0,reb,ATL,ATL,3,top,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Jones,stephanie jones,ATL,0.0,1,20.0,stl,ATL,ATL,1,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Brionna Jones,brionna jones,ATL,0.375,8,18.375,stl,ATL,ATL,2,bottom,Brionna Jones,5.0,1.0,2.0,0.11952380952380955,-0.3333333333333333,0.1904761904761905,0.275,0.17722990175331813,0.5,0.0,0.5238095238095238,False,False,,,,,,,,,,,,,,,,,False,False
Naz Hillmon,naz hillmon,ATL,0.6451612903225806,31,28.06451612903226,stl,ATL,ATL,3,bottom,Naz Hillmon,28.0,6.0,11.0,0.05792250518530443,0.27530182450848084,0.22901135520394075,-0.23173688264597356,0.026885461155146728,0.5454545454545454,0.5,-0.04629046930454009,False,False,,,,,,,,,,,,,,,,,False,False
Rhyne Howard,rhyne howard,ATL,2.25,32,33.09375,stl,ATL,ATL,1,top,Rhyne Howard,29.0,7.0,11.0,0.007601407570889551,-0.28495342581477034,0.37688176255319594,-0.1755076898023607,0.1258128327243634,0.5454545454545454,0.42857142857142855,0.6618351883679663,False,False,,,,,,,,,,,,,,,,,False,False
Holly Winterburn,holly winterburn,ATL,2.0,1,22.0,stl,ATL,ATL,2,top,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Maite Cazorla,maite cazorla,ATL,2.0,1,22.0,stl,ATL,ATL,3,top,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Stephanie Jones,stephanie jones,ATL,0.0,1,20.0,stocks,ATL,ATL,1,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Naz Hillmon,naz hillmon,ATL,0.8709677419354839,31,28.06451612903226,stocks,ATL,ATL,2,bottom,Naz Hillmon,28.0,6.0,11.0,0.17641578937680638,0.2808343917864042,0.35993382195167667,-0.06405784451238998,0.06785069756705117,0.5454545454545454,0.5,0.07909943016527249,False,False,,,,,,,,,,,,,,,,,False,False
Brionna Jones,brionna jones,ATL,1.0,8,18.375,stocks,ATL,ATL,3,bottom,Brionna Jones,5.0,1.0,2.0,-0.22666666666666663,-1.3333333333333333,0.0,0.09999999999999998,0.3821211003753047,0.0,0.0,1.3333333333333333,False,False,,,,,,,,,,,,,,,,,False,False
Rhyne Howard,rhyne howard,ATL,3.15625,32,33.09375,stocks,ATL,ATL,1,top,Rhyne Howard,29.0,7.0,11.0,0.29031673565668537,0.4368308434484905,0.3844989140522537,0.10289830684815011,-0.02791423720494014,0.6363636363636364,0.5714285714285714,-0.052331929396236765,False,False,,,,,,,,,,,,,,,,,False,False
Angel Reese,angel reese,ATL,2.34375,32,29.4375,stocks,ATL,ATL,2,top,Angel Reese,29.0,7.0,10.0,-0.1318576224353647,-0.03867990577411197,0.10514000998222595,-0.38370931750242104,0.004030800886961045,0.5,0.14285714285714285,0.1438199157563379,False,False,,,,,,,,,,,,,,,,,False,False
Jordin Canada,jordin canada,ATL,2.1515151515151514,33,30.363636363636363,stocks,ATL,ATL,3,top,Jordin Canada,30.0,7.0,11.0,0.37939706893333286,0.10550631735947975,-0.07665496806450524,0.9572143745994323,-0.042246701425161313,0.2727272727272727,0.42857142857142855,-0.182161285423985,False,False,,,,,,,,,,,,,,,,,False,False
DiJonai Carrington,dijonai carrington,CHI,0.6,5,19.0,ast,CHI,CHI,1,bottom,DiJonai Carrington,2.0,1.0,1.0,1.25,0.5,2.0,,,1.0,1.0,1.5,False,False,,,,,,,,,,,,,,,,,False,False
Gabriela Jaquez,gabriela jaquez,CHI,0.9642857142857143,28,20.642857142857142,ast,CHI,CHI,2,bottom,Gabriela Jaquez,25.0,5.0,8.0,0.014669066869376489,-0.10242424242424239,-0.12887286324786326,0.1591525658198775,-0.16311722171557697,0.375,0.4,-0.026448620823620872,False,False,,,,,,,,,,,,,,,,,False,False
Rachel Banham,rachel banham,CHI,1.2916666666666667,24,15.166666666666666,ast,CHI,CHI,3,bottom,Rachel Banham,21.0,6.0,9.0,0.17835571934470076,-0.2764277844369377,0.18835538100243981,0.6181397306397306,0.26536511052007883,0.3333333333333333,0.16666666666666666,0.46478316543937753,False,False,,,,,,,,,,,,,,,,,False,False
Skylar Diggins,skylar diggins,CHI,4.947368421052632,19,28.157894736842106,ast,CHI,CHI,1,top,Skylar Diggins,16.0,2.0,7.0,-0.24442970224220228,-0.8571428571428572,0.23407029478458036,-0.5478687978687978,-0.002356454920471766,0.42857142857142855,0.5,1.0912131519274375,False,True,,,,,,,,,,,,,,,,,False,False
Natasha Cloud,natasha cloud,CHI,4.935483870967742,31,28.483870967741936,ast,CHI,CHI,2,top,Natasha Cloud,28.0,5.0,11.0,0.557510638657545,-0.45351966873705984,0.9579032928793695,0.6117466670352912,0.21252408614745671,0.5454545454545454,0.4,1.4114229616164293,False,True,Natasha Cloud,CHI,GSV,ast,3.5,OVER,OVER,5.527751114341063,2.8499999999999996,-0.2751667792680331,C,1,Elite,1,6.4,natasha cloud,True,False
Courtney Vandersloot,courtney vandersloot,CHI,4.875,16,20.8125,ast,CHI,CHI,3,top,Courtney Vandersloot,13.0,3.0,4.0,-0.06302223417608023,0.513888888888889,-0.6361263736263736,0.030591630591630725,-0.15652562722247687,0.5,0.6666666666666666,-1.1500152625152626,False,False,Courtney Vandersloot,CHI,GSV,ast,3.5,OVER,OVER,2.643314844390795,2.0,-0.2246901457043092,C,1,Elite,0.8,5.8,courtney vandersloot,True,False
Hailey Van Lith,hailey van lith,CHI,0.0,2,20.5,blk,CHI,CHI,1,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Gabriela Jaquez,gabriela jaquez,CHI,0.03571428571428571,28,20.642857142857142,blk,CHI,CHI,2,bottom,Gabriela Jaquez,25.0,5.0,8.0,0.04,0.0,0.0,0.08333333333333333,-0.026202861744445905,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,,False,False
DiJonai Carrington,dijonai carrington,CHI,0.2,5,19.0,blk,CHI,CHI,3,bottom,DiJonai Carrington,2.0,1.0,1.0,-0.29166666666666663,-0.25,-0.3333333333333333,,,0.0,0.0,-0.08333333333333331,False,False,,,,,,,,,,,,,,,,,False,False
Kamilla Cardoso,kamilla cardoso,CHI,1.393939393939394,33,25.727272727272727,blk,CHI,CHI,1,top,Kamilla Cardoso,30.0,6.0,11.0,-0.016114910029742538,0.04380291005291004,0.23432497884369538,-0.2556799637300297,0.08988202163959016,0.5454545454545454,0.5,0.19052206879078534,False,False,Kamilla Cardoso,CHI,GSV,blk,1.5,OVER,OVER,-5.140158183484854,-0.5,,C,1,Elite,0.2,1,kamilla cardoso,True,False
Rickea Jackson,rickea jackson,CHI,1.1666666666666667,6,26.833333333333332,blk,CHI,CHI,2,top,Rickea Jackson,3.0,2.0,0.0,1.238888888888889,0.7333333333333334,,2.25,,,0.5,,False,False,,,,,,,,,,,,,,,,,False,False
Elizabeth Williams,elizabeth williams,CHI,0.875,32,17.1875,blk,CHI,CHI,3,top,Elizabeth Williams,29.0,6.0,11.0,-0.1855386410823228,0.026049667178699443,-0.14977117460250897,-0.3241196394859966,-0.11850568138439353,0.18181818181818182,0.3333333333333333,-0.1758208417812084,False,False,,,,,,,,,,,,,,,,,False,False
Elizabeth Williams,elizabeth williams,CHI,0.0,32,17.1875,fg3m,CHI,CHI,1,bottom,Elizabeth Williams,29.0,6.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,,False,False
Kamilla Cardoso,kamilla cardoso,CHI,0.0,33,25.727272727272727,fg3m,CHI,CHI,2,bottom,Kamilla Cardoso,30.0,6.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,,,,,,,,,,,,,,,,,False,False
Hailey Van Lith,hailey van lith,CHI,0.5,2,20.5,fg3m,CHI,CHI,3,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Sydney Taylor,sydney taylor,CHI,2.2142857142857144,28,21.428571428571427,fg3m,CHI,CHI,1,top,Sydney Taylor,25.0,5.0,10.0,0.7195188831668574,0.12774327122153212,0.5149019956651536,1.220023576641224,-0.05166370150581273,0.5,0.4,0.3871587244436215,False,False,,,,,,,,,,,,,,,,,False,False
Rachel Banham,rachel banham,CHI,1.4166666666666667,24,15.166666666666666,fg3m,CHI,CHI,2,top,Rachel Banham,21.0,6.0,9.0,-0.2451901747632283,0.01495526255251652,-0.48700482524011934,-0.14261363636363636,-0.19205401054816373,0.2222222222222222,0.8333333333333334,-0.5019600877926359,False,False,,,,,,,,,,,,,,,,,False,False
Chloe Bibby,chloe bibby,CHI,1.3333333333333333,3,15.333333333333334,fg3m,CHI,CHI,3,top,Chloe Bibby,1.0,0.0,1.0,1.3333333333333335,,1.3333333333333335,,,1.0,,,False,False,,,,,,,,,,,,,,,,,False,False
Rachel Banham,rachel banham,CHI,8.375,24,15.166666666666666,pra,CHI,CHI,1,bottom,Rachel Banham,21.0,6.0,9.0,0.12009578510068857,1.3403920429092053,-1.6865754615754611,1.6098063973063976,-0.1468686658030984,0.3333333333333333,0.8333333333333334,-3.0269675044846664,False,False,,,,,,,,,,,,,,,,,False,False
Jacy Sheldon,jacy sheldon,CHI,9.529411764705882,34,20.941176470588236,pra,CHI,CHI,2,bottom,Jacy Sheldon,31.0,7.0,11.0,-0.8223808081200077,-0.7281389245674961,2.126649896162144,-3.3684601105793344,0.2637808138997268,0.5454545454545454,0.14285714285714285,2.85478882072964,False,True,,,,,,,,,,,,,,,,,False,False
Chloe Bibby,chloe bibby,CHI,10.0,3,15.333333333333334,pra,CHI,CHI,3,bottom,Chloe Bibby,1.0,0.0,1.0,4.333333333333333,,4.333333333333333,,,1.0,,,False,False,,,,,,,,,,,,,,,,,False,False
Kamilla Cardoso,kamilla cardoso,CHI,24.848484848484848,33,25.727272727272727,pra,CHI,CHI,1,top,Kamilla Cardoso,30.0,6.0,11.0,2.5388112455779503,1.8330952380952379,2.518435468769693,2.8817673678692657,0.002944284815784441,0.7272727272727273,0.6666666666666666,0.6853402306744552,True,False,Kamilla Cardoso,CHI,GSV,pra,19.5,OVER,OVER,3.802595061162725,8.855,-0.3167228246080394,A,1,Elite,1,26.8,kamilla cardoso,True,False
Rickea Jackson,rickea jackson,CHI,22.0,6,26.833333333333332,pra,CHI,CHI,2,top,Rickea Jackson,3.0,2.0,0.0,0.6111111111111107,-5.333333333333334,,12.5,,,0.5,,False,True,,,,,,,,,,,,,,,,,False,False
Skylar Diggins,skylar diggins,CHI,21.63157894736842,19,28.157894736842106,pra,CHI,CHI,3,top,Skylar Diggins,16.0,2.0,7.0,-1.369987870585297,0.6285714285714281,-1.2434523809523808,-2.0675403028344204,-0.07922028914396101,0.5714285714285714,0.5,-1.8720238095238089,False,False,,,,,,,,,,,,,,,,,False,False
Elizabeth Williams,elizabeth williams,CHI,5.34375,32,17.1875,pts,CHI,CHI,1,bottom,Elizabeth Williams,29.0,6.0,11.0,0.431811568981529,-0.6238799283154121,1.29156662303214,0.17154851808360583,0.1682003675500144,0.45454545454545453,0.16666666666666666,1.9154465513475523,False,True,Elizabeth Williams,CHI,GSV,pts,5.5,OVER,OVER,-2.191408162366712,0.34999999999999964,0.4057736037919608,B,1,Elite,0.4,5.6,elizabeth williams,True,False
Rachel Banham,rachel banham,CHI,5.958333333333333,24,15.166666666666666,pts,CHI,CHI,2,bottom,Rachel Banham,21.0,6.0,9.0,-0.5277260724441655,0.3306224498444177,-2.1906927495162787,1.108375420875421,-0.2108852518281845,0.2222222222222222,0.6666666666666666,-2.5213151993606964,False,False,,,,,,,,,,,,,,,,,False,False
Jacy Sheldon,jacy sheldon,CHI,6.588235294117647,34,20.941176470588236,pts,CHI,CHI,3,bottom,Jacy Sheldon,31.0,7.0,11.0,-0.08704772683815822,-0.8872024800596229,2.9958564613084193,-2.264806403535243,0.42793138671218406,0.7272727272727273,0.2857142857142857,3.8830589413680423,True,True,Jacy Sheldon,CHI,GSV,pts,4.5,OVER,OVER,2.094733806103636,2.7,-0.2627415475419479,B,1,Elite,0.8,7.8,jacy sheldon,True,False
Rickea Jackson,rickea jackson,CHI,16.0,6,26.833333333333332,pts,CHI,CHI,1,top,Rickea Jackson,3.0,2.0,0.0,1.8055555555555547,-4.166666666666667,,13.75,,,0.5,,False,True,,,,,,,,,,,,,,,,,False,False
Sydney Taylor,sydney taylor,CHI,15.75,28,21.428571428571427,pts,CHI,CHI,2,top,Sydney Taylor,25.0,5.0,10.0,3.0952622974299646,-0.9439958592132506,1.7619691507323085,6.448184522449229,-0.08474683759286904,0.6,0.6,2.705965009945559,True,True,,,,,,,,,,,,,,,,,False,False
Kamilla Cardoso,kamilla cardoso,CHI,13.93939393939394,33,25.727272727272727,pts,CHI,CHI,3,top,Kamilla Cardoso,30.0,6.0,11.0,1.615799458138774,0.8481117724867726,2.004816210230649,1.640948830515804,0.019182482550738792,0.6363636363636364,0.8333333333333334,1.1567044377438762,True,False,Kamilla Cardoso,CHI,GSV,pts,9.5,OVER,OVER,3.188505025440125,4.5,-0.3170193923782305,A,1,Elite,0.8,13.6,kamilla cardoso,True,False
Chloe Bibby,chloe bibby,CHI,0.6666666666666666,3,15.333333333333334,reb,CHI,CHI,1,bottom,Chloe Bibby,1.0,0.0,1.0,0.33333333333333337,,0.33333333333333337,,,1.0,,,False,False,,,,,,,,,,,,,,,,,False,False
Hailey Van Lith,hailey van lith,CHI,1.0,2,20.5,reb,CHI,CHI,2,bottom,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,False
Rachel Banham,rachel banham,CHI,1.125,24,15.166666666666666,reb,CHI,CHI,3,bottom,Rachel Banham,21.0,6.0,9.0,0.46946613820015354,1.2861973775017255,0.3157619069383775,-0.11670875420875422,-0.06726442185815205,0.5555555555555556,0.5,-0.970435470563348,False,False,,,,,,,,,,,,,,,,,False,False
Kamilla Cardoso,kamilla cardoso,CHI,8.606060606060606,33,25.727272727272727,reb,CHI,CHI,1,top,Kamilla Cardoso,30.0,6.0,11.0,0.40814090295365085,1.2710813492063493,0.2319259889447056,0.15896562422920518,-0.029820548282764908,0.2727272727272727,0.5,-1.0391553602616437,False,False,Kamilla Cardoso,CHI,GSV,reb,6.5,OVER,OVER,4.301469819726418,3.5500000000000007,-0.3043918454613055,B,1,Elite,1,10.8,kamilla cardoso,True,False
Azura Stevens,azura stevens,CHI,6.826086956521739,23,25.043478260869566,reb,CHI,CHI,2,top,Azura Stevens,20.0,3.0,8.0,2.002435524786531,1.5948494230227979,2.5568813131313135,1.6454568579568578,-0.052626506499921455,0.625,1.0,0.9620318901085156,True,False,Azurá Stevens,CHI,GSV,reb,4.5,OVER,OVER,4.846938896775315,2.799999999999999,-0.2745387446555493,B,1,Elite,1,7,azura stevens,True,False
Rickea Jackson,rickea jackson,CHI,4.166666666666667,6,26.833333333333332,reb,CHI,CHI,3,top,Rickea Jackson,3.0,2.0,0.0,-0.5444444444444443,-1.5666666666666664,,1.5,,,0.5,,False,True,,,,,,,,,,,,,,,,,False,False
Rickea Jackson,rickea jackson,CHI,0.16666666666666666,6,26.833333333333332,stl,CHI,CHI,1,bottom,Rickea Jackson,3.0,2.0,0.0,0.18333333333333335,0.4,,-0.25,,,0.5,,False,False,,,,,,,,,,,,,,,,,False,False
Rachel Banham,rachel banham,CHI,0.2916666666666667,24,15.166666666666666,stl,CHI,CHI,2,bottom,Rachel Banham,21.0,6.0,9.0,0.009231623667088936,0.022124150957102923,-0.140950280656163,0.22161195286195287,-0.10935979625666059,0.1111111111111111,0.3333333333333333,-0.16307443161326593,False,False,,,,,,,,,,,,,,,,,False,False
Elizabeth Williams,elizabeth williams,CHI,0.5625,32,17.1875,stl,CHI,CHI,3,bottom,Elizabeth Williams,29.0,6.0,11.0,0.12233307377473027,0.3114160033514872,0.27841879925837953,-0.11528697270699333,0.0665643740957952,0.6363636363636364,0.5,-0.03299720409310769,False,False,,,,,,,,,,,,,,,,,False,False
DiJonai Carrington,dijonai carrington,CHI,1.2,5,19.0,stl,CHI,CHI,1,top,DiJonai Carrington,2.0,1.0,1.0,2.875,4.75,1.0,,,1.0,1.0,-3.75,False,False,,,,,,,,,,,,,,,,,False,False
Courtney Vandersloot,courtney vandersloot,CHI,1.1875,16,20.8125,stl,CHI,CHI,2,top,Courtney Vandersloot,13.0,3.0,4.0,0.18789757251295713,0.688888888888889,-0.28942307692307695,0.25561568061568063,-0.2396634878410594,0.25,0.6666666666666666,-0.9783119658119659,False,False,,,,,,,,,,,,,,,,,False,False
Natasha Cloud,natasha cloud,CHI,1.064516129032258,31,28.483870967741936,stl,CHI,CHI,3,top,Natasha Cloud,28.0,5.0,11.0,0.20095082624891872,1.0957142857142856,-0.014128287979962623,0.025288572848157016,-0.23509638281754078,0.5454545454545454,0.8,-1.1098425736942483,False,False,,,,,,,,,,,,,,,,,False,False
Rachel Banham,rachel banham,CHI,0.5833333333333334,24,15.166666666666666,stocks,CHI,CHI,1,bottom,Rachel Banham,21.0,6.0,9.0,0.09770689711077765,0.009773225333866098,0.010468398703692847,0.3164983164983165,0.07385232038263352,0.2222222222222222,0.5,0.0006951733698267494,False,False,,,,,,,,,,,,,,,,,False,False
